"id","score","mf_providers_npi","mf_conditions_projectId"
"9084660","6.640625","1487615712","5613"
"5852738","22.22189","1831212158","4344"
"3684484","8.470998","1760461602","5654"
"4664819","28.863287","1528054517","6080"
"6294538","20.037352","1457646119","5265"
"7198259","35.61644","1992858112","1333"
"3902495","9.701492","1679749188","6207"
"4266402","6.160428","1316972136","6605"
"7731725","8.4838705","1841479458","2587"
"4125590","16.21098","1982872057","5698"
"5437910","34.261616","1275865131","5992"
"6956434","8.5634165","1114054673","4588"
"4356185","6.619057","1760587133","5992"
"326099","10.677368","1255377933","6249"
"7406140","49.331192","1699064600","4515"
"1693355","15.724616","1134340276","5956"
"9752795","6.3266883","1861632903","943"
"8575671","5.7766447","1770569568","4857"
"1842170","10.786043","1992738876","6265"
"8608822","23.573517","1730488743","1979"
"8103982","6.271098","1982869293","6249"
"1354512","11.407143","1669455812","4499"
"4933494","9.557515","1932212404","1994"
"5379420","5.10229","1629272331","5770"
"359750","8.577965","1306099882","4795"
"8459085","20.500122","1548234164","5854"
"7152914","6.1834283","1104072305","2644"
"4990468","12.89742","1154366839","6248"
"3241871","9.4119835","1841278454","5862"
"980811","50.83","1710974555","5194"
"9636836","23.586788","1144343708","528"
"7467628","6.1472716","1043285992","6057"
"8561292","23.100574","1679536676","6210"
"2875159","8.959347","1184656746","6571"
"1425546","43.694942","1154358083","5708"
"7449967","9.1895275","1346561495","6500"
"4796281","18.975782","1346504545","4115"
"1462077","7.583786","1679540819","6496"
"4422162","6.7374825","1356340145","2732"
"420745","10.220918","1528486560","4276"
"4764276","5.4363265","1437478047","4026"
"2154168","8.3984375","1982046769","6282"
"9170819","10.609285","1689769739","5830"
"8592567","7.894737","1760427702","5733"
"7834789","57.479843","1063481588","5783"
"5076674","5.6677876","1013134725","3991"
"21714","11.999021","1245344282","6572"
"9545874","22.969774","1700881109","2240"
"9548302","15.844401","1154349744","6210"
"8788627","7.5878935","1023149440","2587"
"2771499","5.012949","1659468742","2412"
"739855","5.1824584","1942339932","5794"
"5374960","7.364747","1790009041","265"
"6733177","10.055666","1821023987","6408"
"8188082","23.435516","1932217981","6208"
"5801176","14.882208","1528055274","6479"
"1723251","10.310336","1013048412","1618"
"9577867","12.129088","1770513731","5811"
"8408456","7.8746543","1205834728","5655"
"9831450","13.6266775","1558599969","5428"
"7331376","8.127404","1831251446","2771"
"9050698","13.52518","1215965165","3267"
"2350319","5.609668","1003989310","25"
"7080995","15","1790071561","6338"
"9553310","6.2051225","1750309142","5837"
"3839319","43.867207","1407800402","5416"
"9527130","8.32258","1063477370","5620"
"7898607","24.165728","1326031535","5087"
"704825","18.558788","1740369685","6001"
"1669559","7.5153894","1407844020","1609"
"818290","10.546237","1558340034","6457"
"8902077","8.936747","1760692081","2732"
"2439589","8.242991","1417921883","1575"
"7947463","15.657227","1063791119","6284"
"201011","7.0276937","1912055112","6496"
"5903428","46.84884","1447254073","5905"
"8346641","11.881502","1003029372","550"
"7269682","6.227712","1114139334","4154"
"874320","6.1834283","1134483936","2644"
"3997505","9.730724","1043448558","2346"
"4700740","52.17449","1669464681","5692"
"5983004","23.364761","1205156569","5884"
"3838593","7.531883","1417060666","5939"
"6975343","11.869532","1720188063","269"
"9286364","20.054825","1184919607","6173"
"6795566","5.4294286","1245280445","5076"
"1131207","9.073924","1528046117","414"
"6700764","7.378461","1528029006","5685"
"6195263","9.451885","1851475396","6305"
"909081","8.254851","1679786693","941"
"5313149","8.483002","1093195331","5416"
"8794696","7.0195184","1952415853","1354"
"3012135","7.2118955","1992793558","2155"
"34220","7.4766355","1316906191","6048"
"6984066","19.550829","1043207251","6284"
"2728909","9.096226","1215975255","4115"
"1313286","7.745212","1548277197","1132"
"2030407","11.010233","1184694697","6482"
"2992567","18.694891","1679734099","5992"
"2116576","7.3348536","1548366990","4499"
"9857487","8.849912","1447559505","6338"
"2711532","19.693449","1174504567","6335"
"8734191","7.1394186","1255467783","6278"
"8091965","6.813588","1497719629","269"
"4538720","29.415916","1922072560","477"
"29063","14.0115185","1437240603","6187"
"7717588","12.990767","1821005109","3663"
"5744871","7.108791","1801879721","4795"
"302786","30.460995","1487945309","1903"
"3166000","29.524736","1093772378","6107"
"7565610","14.653647","1285619411","1590"
"2692957","32.884014","1538148630","6563"
"7898687","7.9911313","1700090826","5992"
"5562216","42.50614","1154412138","5736"
"733848","6.157589","1013249838","5465"
"2170522","26.27783","1427027200","5692"
"1753146","20.791578","1164468542","6290"
"2078667","9.668557","1972532281","5978"
"2339050","5.2886815","1871579441","527"
"4462592","38.03489","1083876197","2153"
"5527224","47.52939","1629283841","1825"
"1769831","5.76608","1427168525","6282"
"7630675","5.1962566","1760488100","3267"
"5639910","9.174328","1427238153","6568"
"7844831","12.994878","1679681183","5830"
"5646306","8.515935","1780674432","4357"
"2123549","7.234773","1528069226","2954"
"6998415","9.984565","1811933724","343"
"9767715","6.6496673","1801183439","629"
"6317954","11.246284","1326043803","1630"
"3913895","51.631992","1265497861","3561"
"2853716","10.95657","1548220817","4357"
"6923767","7.2041745","1952789265","1140"
"8455668","27.911085","1710309950","544"
"2325826","25.20426","1942317987","578"
"6277278","7.3421135","1154436137","5753"
"4108120","18.85094","1619964624","2293"
"3233404","6.484505","1689877821","5692"
"5355931","13.642429","1427108414","6188"
"9153784","5.431788","1639134588","6255"
"9692715","8.289675","1700851656","528"
"5695365","15.108395","1629081112","935"
"2115593","32.86888","1548375355","5737"
"7679353","19.324697","1972584712","2196"
"9090060","9.377935","1548261043","1525"
"7808351","28.978855","1043262942","2240"
"9382617","17.760227","1104971126","1979"
"7835447","6.0488243","1801830021","5958"
"6356105","5.2328863","1861414302","6461"
"3512871","6.7036605","1326018946","6599"
"5131403","9.45167","1073621231","6295"
"6747880","17.667582","1790726925","2702"
"5605366","16.727015","1710965660","5657"
"8349606","16.900965","1578534053","4276"
"6600882","14.1095495","1205063526","6089"
"7271670","9.192796","1245251081","2414"
"2446019","17.786816","1992745194","1903"
"648436","5.147059","1780697326","6289"
"4241798","15.5475855","1740398577","5111"
"4212144","5.1512003","1538127865","5855"
"7001882","65.96375","1588823744","4581"
"2622816","15.381428","1578579207","6544"
"7563096","19.341616","1194712414","6313"
"5044545","5.2679024","1700048147","6267"
"2368816","19.857534","1013991769","5708"
"2462699","22.787457","1841498722","6465"
"6914928","24.58349","1649278474","5791"
"235013","5.242368","1063685121","4428"
"402504","19.506393","1679779474","5217"
"3570509","23.790161","1306834429","5837"
"9613191","24.444885","1598731242","5244"
"1649157","23.151867","1760460406","2823"
"3027597","28.509178","1063467454","5720"
"1274475","15.359901","1912968652","6065"
"8230554","6.752473","1588681035","3220"
"4788541","7.271353","1871884288","6274"
"805796","23.951033","1356366645","6227"
"2798819","30.326288","1659314318","6429"
"2569194","31.600346","1417392937","6569"
"8889842","19.999092","1932393766","2724"
"7302845","26.50765","1740300649","5373"
"5953426","20.917295","1558366096","5939"
"6309492","31.515244","1093885972","5932"
"5368362","7.254856","1659593655","981"
"8734439","9.336231","1437226529","5041"
"2473490","6.7531676","1598974891","4451"
"1055185","23.838726","1073581864","3561"
"534273","12.7443905","1508849043","6105"
"715411","9.913794","1679682520","1295"
"6585119","30.222486","1942275854","6030"
"5535952","10.480363","1982652533","4451"
"9037388","11.773393","1740220201","3603"
"335253","28.191467","1215930268","4518"
"3528619","22.282286","1356374417","5028"
"4373025","10.284116","1023071792","5770"
"4161067","5.6208906","1578665873","1881"
"9208065","8.332037","1376532275","2430"
"3031297","11.748297","1861548117","6477"
"221319","9.093921","1265446280","262"
"607212","18.932583","1780677708","1420"
"8817949","18.978052","1508818063","477"
"9313977","26.666624","1457599532","5493"
"9914527","10.840745","1639124324","5076"
"6142383","8.316505","1013959675","435"
"8115032","57.77141","1457430837","345"
"8974035","7.57705","1538130612","6265"
"1727656","15.01043","1871552133","6128"
"71750","6.0637646","1508868720","5928"
"1392262","24.331266","1144335530","6327"
"7751922","5.3947678","1407856743","425"
"7925392","5.66977","1790705465","384"
"4661096","10.039763","1801821780","2775"
"9352379","7.416766","1972528610","5265"
"3938089","21.224611","1346271145","5685"
"7196650","15.372004","1144255332","5487"
"1321927","10.520737","1700099819","6265"
"3640378","8.846284","1851396089","1354"
"1004485","5.9478126","1629064613","5076"
"9780411","7.264796","1972169589","2359"
"5530771","15.518217","1083959142","5677"
"2146212","7.5328484","1679821938","6265"
"9889293","5.1036706","1720234016","1323"
"9409969","18.98816","1447312392","6080"
"1280680","16.506552","1811969173","6029"
"3078378","8.487241","1104803683","3643"
"3655065","30.617142","1821057886","3991"
"698625","5.855397","1457484560","1691"
"7756481","12.997348","1295701563","5809"
"8016389","25.858507","1215996699","5936"
"597568","9.241839","1982654455","845"
"4582407","19.60676","1841266921","5774"
"1819509","34.261883","1881632263","1609"
"4948928","6.7037134","1205878261","2807"
"2902708","5.4369154","1275638900","2732"
"2095741","45.62014","1245286442","5936"
"1164160","5.3430843","1316934060","3099"
"8124683","7.5414233","1043531452","5778"
"4482461","6.133829","1205904448","2148"
"4285467","15.071354","1912267972","2846"
"1935779","25.110525","1700875556","6338"
"1895083","9.703426","1588860209","3814"
"8874332","14.342105","1295774974","1278"
"2938701","9.154929","1205896347","6459"
"8595283","41.347195","1841219144","6195"
"4146852","26.124855","1184712481","1323"
"9525174","29.809639","1215065529","6354"
"1360955","8.657031","1972559052","6080"
"7524514","15.1955","1861634289","981"
"317634","39.483196","1700845237","1420"
"7391318","5.459444","1447310362","5939"
"3686223","8.344548","1174594162","2768"
"9468275","16.963362","1588664239","5317"
"4739012","9.795321","1538463724","6210"
"6033294","28.749983","1205194255","5852"
"7298048","11.959294","1639122831","6332"
"7461139","5.663612","1194764837","5956"
"6341082","7.891358","1952445058","5750"
"7908181","14.469782","1720036361","5636"
"8408373","7.801922","1093716797","5779"
"6675626","19.3602","1922289347","4874"
"3109075","7.6904693","1487677043","6542"
"6830497","33.32264","1730199944","1979"
"8573826","28.161547","1194779975","5936"
"6337381","9.335495","1053600296","5884"
"9779860","7.671457","1124380936","6628"
"358814","9.772091","1992767982","4097"
"6981061","5.0358605","1710286323","629"
"4837089","55.930355","1306067020","1796"
"3076117","41.055218","1760793889","3991"
"1597427","21.787592","1366733925","6483"
"9011734","17.26966","1245464742","6535"
"7111500","9.933071","1750568556","4728"
"2848328","7.3979487","1659423051","6338"
"4013987","8.961265","1922145689","5613"
"1136292","30.587486","1124217971","2149"
"3542981","5.877701","1104823475","5623"
"9027188","6.5125246","1184781932","6217"
"1305603","12.773726","1255301800","5618"
"8515514","11.764706","1396721403","3647"
"9678045","29.3808","1538165113","3003"
"5885220","12.406015","1487625364","6426"
"2133942","6.027615","1053446112","1473"
"6532884","5.3929844","1073613808","5884"
"6721658","28.02917","1447319801","6125"
"9257747","16.650066","1154367845","2736"
"9252584","26.190422","1215031240","6336"
"2481098","11.094612","1073516852","5875"
"4357754","16.18794","1790749760","6284"
"7792496","9.979207","1629050257","2702"
"4078543","13.043478","1639277551","4349"
"690684","6.3910146","1508823998","2706"
"2892223","5.803519","1598767303","5087"
"9829831","18.703098","1750346888","6563"
"6918407","5.143017","1609040112","2071"
"822784","9.572257","1114196441","745"
"3911345","44.064842","1235192154","2085"
"3719027","10.006882","1801895024","2732"
"736232","13.370663","1205853272","254"
"4949351","24.03252","1265411508","5875"
"9283684","13.636364","1245428168","1702"
"7076091","13.791988","1831479633","5895"
"7932545","15.427784","1992021067","4507"
"4332153","10.404557","1275854465","5894"
"588915","10.975107","1053369421","6285"
"1665497","95.55068","1124101381","4581"
"1704484","13.040675","1013987924","5200"
"8925379","22.017534","1851369672","1229"
"1867755","5.986952","1922039700","5840"
"39030","5.0440636","1144256033","6271"
"1945307","9.10299","1508852070","5992"
"8617441","5.678951","1912990730","6481"
"4246423","5.803571","1235191149","4447"
"8748025","49.47521","1063625325","4377"
"6860464","5.0430756","1639143852","5730"
"8513513","12.480006","1659504330","5932"
"7996187","26.829268","1023002565","456"
"8433931","9.121366","1972946150","5775"
"1325613","8.860204","1760431027","6099"
"5318287","9.457603","1922330042","5659"
"9291773","7.4569545","1043313257","2388"
"7285606","6.923908","1770590077","3911"
"621780","5.0646477","1366475576","6029"
"5928399","9.752497","1609844653","5939"
"8193064","13.500574","1346370335","5632"
"1304896","5.0204916","1154340925","5978"
"1675406","22.166967","1053553529","6311"
"8056811","12.421529","1710972633","6604"
"3558258","5.0926805","1144272931","6501"
"9188621","31.243462","1740253376","6461"
"4650243","12.031904","1992701197","1575"
"159191","5.2103033","1124094719","6410"
"8522856","9.817015","1205827904","5479"
"9051733","8.34905","1760490957","1947"
"3949047","16.55883","1821019662","119"
"4512486","21.273933","1639147317","2240"
"3641076","16.879477","1205843752","5697"
"7395144","22.486322","1639356819","5988"
"6618092","51.57806","1861499808","433"
"701694","7.718142","1063431716","1575"
"6287170","22.57849","1316903396","933"
"5493914","25.79985","1477547503","5657"
"2487272","11.449017","1558414623","3911"
"7393007","10.21975","1447348388","1213"
"4363622","11.904762","1144376419","5374"
"6515636","13.676328","1932156205","4588"
"2774483","25.703306","1912223322","4058"
"6825268","11.287148","1588640940","386"
"1883813","54.121437","1902812415","3083"
"2815670","7.7170362","1750365177","5143"
"7730558","6.9270096","1902015019","5644"
"229505","5.5209436","1508198201","1630"
"8143084","11.724283","1871595645","433"
"2188859","7.9950247","1750482527","5936"
"5807995","23.50242","1649275561","3267"
"6707797","12.852326","1609805456","4903"
"8696645","11.191631","1922160951","6335"
"5871962","18.81453","1639166374","6479"
"51043","11.006602","1811090780","6457"
"7421883","8.546921","1235367269","5678"
"3863667","7.940111","1154472579","2553"
"9247193","33.781666","1689672081","2085"
"8208480","7.079646","1821089111","6192"
"641372","54.987446","1144488107","6519"
"5491987","46.640907","1831190990","416"
"3781011","5.116279","1174518310","6182"
"1276773","17.08262","1922062579","5178"
"8052136","16.1714","1912176140","5680"
"884337","17.44906","1558351544","4504"
"1322904","7.5471697","1427020114","4973"
"152295","5.70664","1073506168","1590"
"1500338","16.633663","1366563678","6016"
"3540194","5.289022","1205830098","5939"
"1897200","15.080286","1285697466","6187"
"6702680","16.089188","1447360086","6351"
"6079688","18.837915","1427029958","6060"
"7747158","6.1056914","1376657254","5218"
"8524966","11.63878","1053384404","395"
"3165787","23.478775","1427163708","5988"
"5425959","5.740943","1366711962","6338"
"6775347","10.653095","1396928222","6457"
"6933335","5.0921264","1093789125","5733"
"5005019","9.0621605","1366494783","6290"
"8496171","22.903267","1245294206","425"
"3702079","20.021645","1598077869","6227"
"3187731","17.23386","1588720528","6270"
"7177913","5.016722","1053369140","3813"
"2600093","8.206107","1194830091","3060"
"9309577","13.174418","1508808601","5317"
"587203","17.138811","1205840469","5101"
"5575558","50.040657","1730185505","4658"
"550485","7.0500245","1427047141","5076"
"4482434","17.91995","1205904448","1901"
"4652476","9.22072","1154351294","6146"
"3241434","5.319149","1568478899","4419"
"4172879","35.72197","1699778860","3349"
"8322085","5.5338745","1124118666","6201"
"2939462","5.891119","1952512964","6005"
"119537","7.383549","1285687467","1148"
"916401","8.385798","1265630594","5238"
"4899682","5.372229","1548243793","5644"
"8375960","13.849554","1699784181","3055"
"3290627","5.784469","1639221617","5845"
"9186565","14.59614","1124034970","6571"
"2060427","14.142047","1881856755","2622"
"1357674","15.706772","1033287537","4427"
"1921981","6.4466615","1790713824","5076"
"5100055","9.1297","1306807607","2553"
"4798327","20.86233","1104914472","2788"
"3645677","6.254823","1689626632","389"
"1715508","5.6482444","1255381653","6105"
"6560435","11.973116","1043285208","3910"
"8415713","5.886968","1578501565","6227"
"8790980","7.4224424","1346245453","5955"
"1064625","13.102414","1669447264","6265"
"1752267","7.552574","1013911668","6475"
"8868937","12.23757","1528067618","3212"
"4434609","11.666667","1346236551","5697"
"3553252","7.878788","1164401592","3061"
"6708533","9.061767","1982990370","498"
"2345873","28.142906","1194956581","4795"
"1902736","19.165714","1275705436","1903"
"5449387","6.031022","1730251943","6564"
"7745928","11.838901","1548402548","4154"
"1474785","67.44673","1285681320","6596"
"7112510","16.410257","1730259094","746"
"2903004","9.966592","1255312328","6080"
"7348957","6.127058","1053397588","4932"
"8999423","7.2048535","1760491344","6232"
"9562988","35.70713","1659476778","1575"
"1018958","19.139536","1194018689","4874"
"266583","25.949657","1982866406","6305"
"4518843","9.185034","1174665913","6105"
"393057","6.613229","1174636427","6196"
"9086251","6.073623","1063480564","578"
"6672014","6.818182","1831179191","6227"
"4475127","40.586502","1669475760","2499"
"1631070","53.34265","1760690069","3239"
"5839348","7.5471697","1619946159","4973"
"4368573","11.4427595","1083811640","2211"
"4599652","7.392185","1831374172","5265"
"4886313","11.712542","1669786174","5932"
"7412651","34.966904","1972832467","6207"
"8740554","25.437138","1053364745","3932"
"6014722","12.916357","1285740571","6031"
"2003545","15.491071","1699760751","5034"
"2765198","5.562273","1083610349","6534"
"3163262","22.318756","1912162033","5770"
"4811016","5.117262","1649319492","5936"
"6759297","15.994696","1881689594","3060"
"5378077","9.443078","1639121304","6178"
"3834088","51.30454","1861782633","4014"
"2064843","5.0141244","1891870234","1354"
"2626079","7.6612163","1881910677","4229"
"4400460","5.580702","1740212034","343"
"4149555","8.24468","1386611556","941"
"182082","5.0352187","1750446746","1903"
"9724494","10.365853","1346321098","1245"
"6708579","5.8317595","1982990370","5741"
"2173906","26.923038","1093944258","5981"
"6053394","13.278662","1992759088","6099"
"4208067","12.721356","1255327128","2587"
"7078276","7.1920075","1700089356","4147"
"4347189","5.1059017","1750440251","5981"
"3955136","10.672515","1013976943","6210"
"7160026","7.8064766","1851317622","4026"
"8593534","7.5469184","1609870583","6249"
"161138","16.73062","1972578128","6496"
"3768718","6.508759","1114964368","5692"
"6510506","9.940027","1659366987","5965"
"2320200","7.9044914","1346358579","5008"
"6582541","5.595714","1831418490","5912"
"9154312","8.017581","1376656447","6210"
"2918605","46.643517","1609079938","5884"
"9606819","23.908318","1235240987","3820"
"8050611","55.91579","1104892223","4588"
"1989286","8.053161","1154511301","128"
"3309629","5.096811","1720024466","6572"
"55053","8.197527","1073526463","4857"
"7880272","15.584314","1457593881","6326"
"8181810","25.593882","1568587293","6125"
"4536714","6.388889","1033192778","1975"
"5368043","8.0021715","1063428100","1590"
"317392","5.1395726","1467685677","6577"
"9268384","6.001235","1831187269","845"
"368854","20.252354","1215975339","1901"
"1651063","7.837084","1881650570","6398"
"8341224","20.087408","1780665398","5884"
"6453460","5.847667","1265412019","6337"
"4502249","15.116279","1699833343","6015"
"4110766","6.776945","1073542460","4075"
"1865102","33.90656","1811926595","5244"
"9721804","12.39637","1962441592","5854"
"4241527","16.133755","1770504714","3220"
"3755877","31.25415","1487733564","5670"
"9814553","5.242043","1972542967","6337"
"7171948","6.4735126","1801863634","4858"
"2230","70.34049","1912005422","550"
"9593824","6.7036605","1639315260","6590"
"6042025","8.147961","1255399622","4276"
"1211212","16.881071","1679537955","6481"
"5927520","11.671873","1295901999","550"
"7175919","36.739113","1922007160","3729"
"5241166","12.225653","1023343357","6288"
"4013486","6.0476236","1992236046","4355"
"3757529","32.01786","1396811402","477"
"4542214","9.809146","1730185877","6490"
"855738","8.024692","1922008291","442"
"1569109","11.500316","1457316382","5978"
"8741138","38.87734","1821159187","5685"
"8045282","7.7294927","1790764488","6030"
"9304193","22.750725","1235130691","5872"
"9329849","21.203438","1538199310","5782"
"1310998","6.8795323","1376582841","1148"
"3977961","11.004797","1396709929","6099"
"8257984","16.189207","1285614701","4683"
"2543028","16.374851","1851396055","5984"
"2034149","5.926975","1730522129","2144"
"4214619","10.123009","1154484525","651"
"1196981","12.818472","1316917172","6487"
"1974074","6.4411945","1215174024","6628"
"9272165","6.3432837","1679573786","4355"
"1080724","9.034607","1639132426","4663"
"7943245","22.850332","1740315654","5175"
"7678286","15.994635","1093726879","1794"
"3484624","13.121614","1417945759","5416"
"3898291","20.757614","1275890097","5936"
"4398760","14.098949","1104822055","5935"
"392796","5.909704","1093755795","5719"
"8848204","8.9954195","1912223413","6158"
"620689","22.174505","1265494447","4588"
"4167463","9.868987","1023129913","2602"
"7590454","10.643948","1427053461","448"
"9442982","11.122451","1851320311","1903"
"5773155","6.382116","1730316068","3176"
"1187927","21.69173","1477557072","1134"
"4758358","9.987748","1902846405","5634"
"9505109","7.940111","1952341562","5972"
"6104595","9.888623","1295001444","5785"
"6881914","21.979193","1528077740","1422"
"6988635","6.01905","1225043045","6425"
"3953047","20.055864","1639289655","6016"
"8967246","11.206897","1952363848","220"
"2204506","8.744224","1215086749","5644"
"1974927","7.65349","1821005638","2196"
"8330255","42.739956","1881690543","3991"
"2770247","25.602339","1831165356","6398"
"9305406","15.070515","1508870726","6210"
"1570240","36.446373","1669608998","2227"
"3022815","7.5798416","1104888973","4904"
"2088441","15.328968","1679657563","3277"
"5568837","14.00795","1417070327","5692"
"4212699","5.8851585","1437383023","2196"
"5011909","24.736448","1568681138","2346"
"4794902","25.330608","1235496357","2868"
