"id","score","mf_providers_npi","mf_conditions_projectId"
"8708535","8.455882","1578717997","5702"
"6734131","23.655714","1558345249","6265"
"4242051","10.473368","1386936755","730"
"563857","7.580127","1962480483","3267"
"4240430","14.962488","1104024363","2549"
"200208","9.126896","1174613764","2416"
"8837192","33.46875","1972597524","3268"
"7515607","11.320755","1528027471","4523"
"2700975","9.572257","1073527693","4336"
"9377094","9.63946","1437425873","1134"
"3018435","26.337528","1962466987","2226"
"4193477","6.031936","1760483192","4081"
"327253","6.356099","1134216237","6478"
"1633007","5.7878027","1417992546","5809"
"4603614","53.08381","1023106838","6552"
"6860131","5.188405","1265571293","2932"
"8700448","13.382342","1669979365","2394"
"759364","22.876633","1285615823","5660"
"6987739","10.038336","1417056250","5626"
"4709874","31.196825","1134194285","3055"
"9171277","7.0477853","1528022985","4883"
"5045389","34.313725","1003859661","6545"
"1432021","21.211596","1669532727","6076"
"8497261","25.22144","1427019371","3837"
"6855056","11.373728","1104263862","2822"
"7118052","19.732399","1437128790","638"
"3414776","41.03465","1437231032","1979"
"9789839","59.811256","1750594800","6159"
"3510527","9.775023","1689763856","6458"
"6623789","6.2669554","1518270826","6481"
"6874752","60.12692","1871751867","3176"
"3421748","8.428105","1861472490","5943"
"4609785","7.9698167","1679504559","3025"
"6938346","53.865425","1093732059","2388"
"1146441","10.205665","1053973461","4970"
"2570724","14.025055","1275752511","6313"
"3256335","18.47897","1427015759","5668"
"3035049","9.729247","1609062017","5943"
"3913033","5.860349","1194062620","6461"
"9293530","7.54546","1487677316","5809"
"6686014","29.119072","1366446221","5932"
"6469172","13.255339","1174602619","5845"
"8470117","30.632145","1295905891","5708"
"6241994","8.968421","1669474284","4499"
"3806855","9.287675","1477935989","1354"
"3752022","31.140345","1184720070","2350"
"3477967","5.3176274","1154505931","1575"
"9481693","6.126482","1336151349","4504"
"7284013","11.818182","1215939392","6437"
"645702","9.22926","1568449098","5653"
"7236232","11.4524555","1265462956","5721"
"4044077","12.016078","1760447353","3220"
"2650728","5.7029176","1639176787","5809"
"5027789","50.268276","1437121100","4496"
"9156862","5.8690267","1497796148","5113"
"8736915","8.372855","1609134303","3949"
"8001491","16.317127","1649273871","2008"
"3773081","15.389968","1437116829","3055"
"8815908","15.651125","1700087632","6477"
"520917","18.893389","1578557203","3350"
"4505025","6.3360777","1962651661","5861"
"7180187","5.947782","1912132218","6385"
"3629647","7.5314236","1205586260","6130"
"5992748","32.122967","1154546174","1213"
"6295326","28.124977","1144200536","750"
"739120","19.129265","1063433522","5992"
"53374","49.12231","1619909314","5778"
"1383217","21.34737","1285604934","1903"
"3376716","6.2582765","1649432006","5875"
"4660721","6.097297","1235166984","5978"
"7765858","45.69376","1780616904","5637"
"4614783","11.803782","1417985698","5733"
"2462780","61.706642","1245289594","6488"
"8197047","40.041386","1821028499","6543"
"554648","12.414222","1518928027","1903"
"592920","13.386099","1013993195","6207"
"4801019","41.521656","1356348130","3991"
"978209","13.41074","1760417430","6265"
"5896945","6.439394","1841669256","5902"
"4116892","20.500332","1801921812","6125"
"7949636","24.236052","1902817919","6030"
"1844104","10.175298","1861464901","751"
"1087747","6.7440634","1710969803","5830"
"9900243","24.753674","1881670487","806"
"7869188","8.7899","1508942517","5811"
"6449892","9.490312","1134157407","2702"
"3706815","7.2476754","1982823936","3083"
"6235828","14.825216","1073712709","3176"
"4331554","10.254395","1285680488","5637"
"5156247","6.550917","1033227962","6477"
"4136171","12.309276","1346212792","3736"
"5383622","18.250145","1780824755","6351"
"113165","29.225428","1629087085","6331"
"9129558","68.92805","1588864441","4874"
"4675842","7.9301696","1700963485","2411"
"5835853","8.202711","1043209042","5178"
"6069317","15.80241","1528092632","5668"
"3026987","12.11829","1841269222","245"
"8330313","20.32506","1619909934","6187"
"5035930","10.116258","1780080416","1979"
"4301727","27.990429","1609878586","5935"
"5247890","10.324001","1649231861","6029"
"4670428","11.645919","1649618596","5829"
"4501568","7.096104","1912908203","3813"
"7641842","9.827912","1811948847","5717"
"3472774","49.320866","1245432467","6636"
"6098972","12.2615","1194816652","5770"
"3362545","15.942398","1053609560","5645"
"3639203","18.11674","1164572160","3055"
"4415545","29.026203","1205937406","5993"
"9404885","5.4730744","1174571947","5076"
"31456","24.63188","1912024373","1965"
"248490","34.678967","1407848062","5735"
"4331851","6.3360443","1740396381","6104"
"7418980","7.4999733","1780616151","395"
"2450491","19.092543","1003818188","5933"
"2965224","11.358634","1902057672","4663"
"6272839","6.8327374","1679694822","6003"
"9637583","6.272406","1467666180","6057"
"4311377","31.074116","1861465080","2301"
"778343","15.483862","1548484165","5076"
"514596","12.664812","1942364856","92"
"5721344","9.90764","1780671198","6461"
"945790","29.046091","1841246113","5992"
"2629866","9.211992","1376737346","6337"
"3841791","5.792193","1013958008","5178"
"5564465","8.11222","1306072947","6104"
"855163","8.441559","1518066026","5735"
"4483625","8.732448","1538169644","6105"
"3864868","7.7380953","1528075835","2642"
"1440971","7.252938","1336154533","3055"
"3767625","17.63454","1043234370","6504"
"6185772","13.413979","1497793509","6431"
"4513004","16.778006","1205129897","3220"
"6928243","23.623047","1528055548","6248"
"247836","7.8892393","1598108078","1903"
"8400329","27.545485","1528051083","4857"
"7563384","25.764858","1235198847","2204"
"7137197","23.901037","1386633485","5837"
"9295364","13.088142","1417906181","5799"
"4613180","6.525073","1518203728","771"
"7111447","10.691002","1033183314","1846"
"6496842","5.3047404","1891764932","4183"
"5012490","41.66639","1457485625","4718"
"2288774","16.745312","1508849654","6028"
"5514387","16.562754","1285673822","1578"
"9329238","12.978125","1124386776","3220"
"8247970","7.191949","1144274150","2240"
"4869915","9.025788","1508852302","5782"
"7166899","16.271559","1790864528","5988"
"1118782","7.078103","1558365080","5823"
"2443729","8.933875","1982799813","6590"
"8075548","41.813095","1780625335","6088"
"9823272","6.4053235","1124010244","5087"
"6379066","6.992798","1003122573","4219"
"2033430","6.8755374","1003921354","2199"
"7458970","24.297928","1548207764","6051"
"5862072","8.217966","1801893482","3055"
"824673","7.3322096","1629097035","4857"
"863685","5.4561825","1730145640","2587"
"4195157","15.126301","1053379826","3253"
"1907090","14.763579","1750692810","4213"
"7447528","5.0049014","1639304124","5265"
"5918240","9.629737","1265446355","6105"
"6924029","14.496209","1225299563","2289"
"46131","26.413761","1093888661","2881"
"7808053","32.77804","1720099070","6016"
"7593501","7.440652","1073831897","4496"
"2690226","10.444126","1376512111","746"
"2469573","12.938599","1982725180","6089"
"8020364","15.209846","1740274554","6112"
"31096","11.536326","1326386731","6164"
"8938684","8.440329","1346489069","6566"
"3232134","18.385344","1548294283","629"
"5074672","9.16181","1932492170","746"
"3335515","6.307118","1053313635","5416"
"4939968","11.166702","1790873826","5939"
"6070711","14.321212","1033198759","2644"
"8628599","8.873112","1639366743","6187"
"6236046","5.322244","1487658449","3736"
"4864932","14.659668","1912922923","5265"
"4233893","16.66266","1457627192","4180"
"194647","10.187897","1346286366","2807"
"3400283","6.07975","1033167770","1446"
"616228","11.539738","1437294881","1354"
"4879618","33.562756","1427050467","6011"
"7612812","9.666098","1194931352","5697"
"4502443","61.923058","1528280815","3621"
"9627734","16.234484","1386720837","1188"
"850031","20.91542","1679538524","6408"
"4369642","46.101116","1811330731","5218"
"9089058","7.685572","1568467876","6164"
"6186622","13.817712","1710024377","3268"
"7533599","6.6216426","1639161409","3055"
"2836761","11.316696","1992115646","6249"
"1000860","17.184317","1255370243","4194"
"3005852","13.761688","1104885268","1578"
"1441397","10.994015","1073519880","1134"
"8422381","5.367435","1689665515","3055"
"8531690","15.682786","1538394119","6207"
"2451636","12.065894","1932289808","2049"
"7819578","67.07067","1245215946","1634"
"9122876","37.999134","1629038443","3094"
"965959","8.385588","1841248424","1578"
"7774444","9.647303","1760525406","6499"
"2173575","7.7114224","1760645170","362"
"8269434","48.577675","1598769275","433"
"9387037","12.012227","1043375363","1997"
"8082734","50.12619","1861421687","5804"
"3491882","8.35389","1831262922","5966"
"7069206","11.144138","1750641007","6218"
"9869255","10.378604","1588667067","3151"
"1115780","6.240794","1225296437","2852"
"3128273","6.6274133","1306834577","5940"
"4707464","8.417767","1811004161","6496"
"3592567","13.219487","1063458032","2664"
"2933561","9.107418","1306897541","3487"
"8806740","46.835663","1093859613","756"
"2037521","6.923077","1982654042","1676"
"3912157","7.158008","1629170741","6483"
"1501046","9.92931","1700862745","6477"
"7905566","12.711864","1114243490","6150"
"7458732","7.727114","1245473727","6125"
"3447654","10.139556","1386737294","5685"
"3914464","19.946808","1376569160","941"
"2181350","5.892431","1528024122","433"
"8770213","10.32312","1205199338","5034"
"3942676","6.470258","1962727495","4111"
"1434779","24.032948","1417952706","5516"
"2113020","11.539084","1043346315","5620"
"4977930","6.108005","1477622991","5087"
"7991433","37.08255","1831121052","5178"
"4897572","8.499721","1154529725","5993"
"3589866","15.736203","1982662813","6572"
"7381905","12.155565","1649233495","2128"
"1247555","17.38349","1457475451","5704"
"2146340","10.516785","1619072436","6568"
"3942711","14.043557","1679535827","6326"
"4071081","7.902972","1588639678","4194"
"2867248","6.781143","1164581161","5680"
"274206","9.985659","1487619250","6265"
"9574723","6.3266883","1871608836","941"
"844293","6.2862825","1699938837","2153"
"3799570","26.811554","1801090691","1374"
"3051925","6.756306","1669497723","5811"
"2824238","16.913502","1851513089","6339"
"5768892","6.68279","1457456089","3055"
"6193964","11.792453","1437128485","5696"
"8001588","25.305624","1417942400","823"
"5654029","5.8807826","1619946829","5211"
"6891048","7.7952704","1659599579","2732"
"7135457","5.515132","1235231747","4795"
"3696894","6.735939","1881782936","4857"
"1150019","10.833854","1679558688","6282"
"719349","6.139746","1982868550","2008"
"5500654","11.577682","1346350931","1847"
"5723270","21.19883","1295700490","6210"
"6432934","15.72013","1750300356","4428"
"4407884","8.294508","1578659975","3349"
"8270411","51.51295","1043224249","5708"
"5786819","6.593977","1972558377","6240"
"4624466","39.19315","1184990350","6082"
"4283267","5.465521","1427085075","6572"
"4958743","5.3686185","1962452748","6104"
"8476935","25.490196","1043345366","5888"
"3904631","16.70493","1609073071","4504"
"6308965","16.094303","1144227703","590"
"2311007","5.338231","1790732915","6210"
"5221386","16.504042","1346206661","3083"
"9598810","13.404858","1447208343","5778"
"604726","9.253804","1205884384","1903"
"109566","19.453663","1629063979","1847"
"8170508","17.1905","1134120421","4357"
"6632982","11.537977","1790759512","6104"
"5329157","19.464033","1932499001","6496"
"8085749","14.708352","1992763668","6282"
"4089523","6.2919803","1376553685","6568"
"1623213","16.229313","1023046414","6249"
"8318016","14.693414","1801909080","5737"
"125207","18.757896","1639154883","6461"
"7377081","26.09359","1790740223","2240"
"1954366","14.736709","1174690523","6195"
"9604778","15.151515","1831134105","1239"
"8121569","7.906808","1962793620","6267"
"5579489","6.9631047","1245237296","3083"
"7485971","8.361604","1902060312","550"
"9419470","11.834319","1659692960","2868"
"5896902","5.773638","1558497891","6305"
"8515258","42.712177","1457397697","2239"
"1164005","17.90309","1053379776","5159"
"3221207","21.856194","1598940371","6267"
"3950475","6.4220185","1821059957","447"
"9615050","58.41225","1114011343","6310"
"1996914","6.1643834","1215005327","5922"
"3015495","10.111113","1023297587","425"
"899957","12.569057","1124021605","5884"
"3450539","24.986979","1790721165","5707"
"6751828","6.5620327","1376595728","1148"
"7184130","48.290283","1467608919","2532"
"8675139","21.859474","1346277027","2155"
"6722347","6.972273","1083827802","5076"
"9072579","8.16978","1578540985","5928"
"4316360","7.2711973","1083689137","6088"
"3705402","8.404202","1689670036","6609"
"8487840","15.300877","1255372033","6001"
"9355664","10.13044","1972502052","6210"
"7410043","13.530113","1407854995","6337"
"4630967","9.644184","1053601849","2708"
"1883473","15.096303","1336371681","6267"
"8130846","18.054058","1295753408","6005"
"139086","20.253164","1265425912","1497"
"5854481","7.2014604","1063611770","5869"
"2546619","34.057686","1962623843","5965"
"2221479","16.848629","1467582494","5613"
"8593611","8.359521","1932193364","5637"
"8060728","19.261581","1194140483","6147"
"6225021","9.555593","1174586218","6331"
"9893168","18.229612","1558617779","6200"
"7100531","7.254856","1437136827","6321"
"4458741","11.925264","1265451173","4417"
"8399640","27.534042","1184691586","1630"
"7598601","11.935265","1730139544","3632"
"1551519","7.176115","1750483426","1140"
"8610466","5.2830167","1508029208","1818"
"3441342","22.305391","1487624326","2706"
"716084","8.494546","1225254782","6073"
"599301","22.977774","1730363912","6079"
"9318087","6.988074","1043585326","448"
"8478056","35.9559","1942519004","6288"
"2388570","6.1096234","1518993120","5936"
"5930057","13.445422","1194884502","1903"
"6101472","11.923077","1952414666","2459"
"1978109","7.846359","1639164874","5087"
"1586494","5.492424","1275826802","5803"
"8643782","21.529573","1093726895","5076"
"3281368","26.307632","1730187782","3685"
"4328599","9.162912","1689607079","3267"
"2836128","6.386811","1144280413","5958"
"4731827","19.735552","1730379132","3003"
"9601092","6.4411945","1649513078","6628"
"7869316","11.147177","1467560292","2549"
"2205639","18.326912","1932149408","6074"
"648939","10.312508","1164448734","5965"
"9145530","22.606222","1477525913","2414"
"5877977","23.382889","1225085392","2746"
"8901159","35.708733","1437374931","6207"
"4737376","13.366736","1467427716","5992"
"3938831","19.714413","1427208990","1997"
"2448771","16.775578","1528356037","5686"
"7150974","40.345993","1003904467","6437"
"5362258","10.572411","1154327146","5680"
"4948352","5.9322033","1093928624","2833"
"5226445","11.296623","1548255342","5111"
"4901895","5.747198","1992140917","2240"
"8747641","11.808176","1073514139","5865"
"4923867","24.73968","1790745651","6073"
"2582971","8.095238","1730491036","5850"
"6510093","8.584118","1659710440","6210"
"2381314","18.636246","1669435475","3055"
"9502736","19.641855","1427284314","1504"
"4535027","54.41434","1033103155","4427"
"7450558","11.074726","1447227319","3910"
"6557409","6.358067","1073744546","6571"
"5838901","19.549152","1376593079","5988"
"5472472","5.431788","1598986200","6255"
"1511644","36.877712","1548281322","2416"
"5082466","6.610654","1720035991","2155"
"7815714","7.789239","1790079903","5668"
"8657537","22.856894","1730455353","3943"
"6971034","32.162262","1215981121","6410"
"6523747","23.165829","1871671727","6628"
"701247","6.813588","1336126424","2508"
"5040421","13.219495","1386753754","4100"
"4673028","16.745691","1225077902","6224"
"7055657","5.3920555","1497830269","2550"
"2350785","5.875806","1720279813","2683"
"1951700","29.840092","1033430335","2348"
"1071393","26.423412","1225001613","5636"
"1243838","52.504597","1740258508","2587"
"9629506","9.063768","1457478257","6256"
"8537012","21.29579","1538157359","821"
"1583248","10.456005","1912224379","5936"
"9119823","18.531187","1407837925","6421"
"9446983","10.282841","1295706679","6331"
"5187517","7.0600586","1306899380","6218"
"6324868","28.604633","1821004896","1442"
"7244327","35.121284","1689834335","544"
"400469","19.525671","1548499981","6080"
"4783465","6.667036","1316958713","6404"
"4038908","13.083501","1215914635","6249"
"6264906","19.491716","1043299100","6384"
"2543141","11.865579","1619927373","392"
"2359862","16.05518","1700913456","5157"
"4298165","5.273724","1023084035","3820"
"8383881","13.547736","1679548051","5830"
"9124570","15.719604","1952373441","2587"
"34168","5.3732367","1255447769","3836"
"1826990","6.288221","1275583643","6187"
"8390853","14.465032","1427001460","1911"
"7189069","10.749961","1821075086","5194"
"6579247","6.5428863","1508881020","5793"
"8931896","11.085388","1861459703","5936"
"5154125","13.546077","1326097031","1965"
"8033502","6.9100413","1437352523","5416"
"3918926","11.828131","1376565390","96"
"560544","8.133472","1891745436","2587"
"9456849","24.214977","1700198173","6210"
"8506088","9.878198","1740370410","6247"
"7190331","37.612064","1952342131","6281"
"5803093","7.1921225","1134188725","6313"
"8259668","5.3659286","1811986128","5782"
"3053294","6.357494","1285677567","857"
"173274","8.100558","1356386767","5940"
"3637467","6.976986","1386855021","2240"
"3628903","5.984242","1982631453","1796"
"6695424","50.4457","1669474086","5988"
"9214569","15.739505","1245262591","1581"
"868625","27.730463","1588656391","5992"
"1955721","63.409138","1831113398","477"
"7625392","21.571018","1548330657","5076"
"4335435","24.286629","1407804313","5663"
"4011361","9.656807","1104987049","6566"
"7741004","6.967198","1992932917","2240"
"8155586","7.2476754","1518998251","3083"
"8994116","6.3091707","1205197464","4592"
"984084","23.983067","1265878441","5990"
"3902640","8.200233","1245324938","5199"
"5538009","5.2459555","1720400971","6164"
"6202421","6.052057","1689601270","6104"
"3385135","5.5497336","1780679779","3991"
"9259976","6.115108","1467489674","3268"
"9479900","18.38719","1760594899","5864"
"8983694","54.755993","1093806200","6064"
"3849656","7.9943824","1588752661","5034"
"6562573","23.07844","1174517593","1230"
"5450312","49.658413","1982639324","6552"
"5531932","7.380074","1538137450","4683"
"1032986","10.785299","1407830193","629"
"7738076","12.9524765","1114213469","6243"
"2375258","20.250744","1801162003","6244"
"7116186","16.76114","1114996907","2287"
"4305105","31.501911","1013051507","366"
"531972","9.43168","1699756023","6628"
"1529077","5.392157","1538154075","433"
"5815376","8.426967","1841255304","947"
"4423086","9.013755","1982640009","6477"
"7950188","26.684954","1740272079","1903"
"7467671","7.4900184","1730568411","5778"
"7658664","17.236721","1841495728","2147"
"3432605","16.328796","1275546269","2550"
"7857988","9.49367","1538137971","4831"
"4289821","14.861279","1609967447","5770"
"8053689","5.757568","1477509289","6210"
"1448158","6.1084046","1023016227","5932"
"7847984","6.797703","1386898872","5317"
"6302558","5.803509","1578659025","2757"
"9189331","5.3435116","1659392090","5717"
"499302","9.561369","1780668913","5832"
"5378692","8.056899","1508818865","6080"
"9643092","20.442133","1598760555","6256"
"4057455","5.626321","1962516047","5881"
"2613132","60.33719","1669587903","6064"
"6699116","12.007128","1912961715","3549"
"3774229","5.300027","1811090814","4588"
"3239456","5.8272667","1962602482","4472"
"1592586","8.163265","1205820354","5143"
"1319974","7.5945005","1083028807","6079"
"5909282","8.895705","1114981214","6425"
"7679485","8.844075","1497998215","5939"
"4460805","9.652296","1588661771","2702"
"2759584","8.308237","1639251481","1422"
"5502119","54.52947","1003806621","5045"
"7078488","10.094456","1972584217","5583"
"3090360","8.05592","1396775474","1323"
"9566252","8.301064","1700814936","3115"
"9490543","6.6947265","1962402859","1236"
"1786011","9.9027405","1043317829","4313"
"8292805","9.226696","1295739613","3055"
"3175445","6.115108","1245236264","6030"
"6202817","13.818715","1417909086","4186"
"1063886","5.451458","1942292834","3767"
"4319288","25.239565","1083647408","5986"
"5502042","33.031673","1205877917","1855"
"8444827","15.030675","1023060654","6425"
"3507371","7.370505","1891803862","6206"
"1141895","16.526796","1467436915","6504"
"4952376","7.167119","1386714913","2150"
"445595","42.41254","1932104320","6255"
"466498","50.087315","1215137542","4873"
"8402460","21.590467","1689783763","3580"
"9011474","19.642857","1477521136","1441"
"7485207","35.703423","1376500769","3083"
"3463711","14.27443","1386755973","5956"
"435217","6.99182","1528011350","4427"
"253688","11.117932","1922199306","5263"
"6071920","14.974423","1376604272","5864"
"235547","46.740665","1952386641","4592"
"3413125","18.312088","1336169614","3268"
"8301894","10.258673","1568449486","1590"
"235085","9.676638","1598765943","186"
"5989350","10.742697","1336245737","3267"
"7976448","7.0721726","1467457242","4592"
"8854627","8.333333","1154387413","2291"
"8938409","27.951933","1821002601","4588"
"9715625","15.764381","1023182037","3178"
"6156596","58.14803","1174521629","3991"
"1529097","28.647089","1083605190","4795"
"4788807","16.109407","1750571360","6326"
"2884843","11.162112","1093821464","5675"
"9288955","6.7682","1407288806","2822"
"1341668","19.035297","1275539074","6606"
"9513083","5.5383306","1346214624","6496"
"1506678","5.2457438","1972594620","6270"
"7474238","8.499721","1700165099","6099"
"6136894","12.8117485","1497074561","6265"
"4940642","11.593294","1841377348","6469"
"9604992","17.497227","1750390068","5748"
"5535992","37.858776","1548217490","5175"
"720101","11.618177","1124012158","4026"
"3803112","8.916028","1679560007","6030"
"9519815","5.3412485","1043574031","2768"
"4494153","31.767084","1346417250","6016"
"3291881","12.209702","1336123835","5634"
"2751365","7.113087","1033159157","5653"
"2449110","7.9328237","1265413140","5654"
"1200278","11.931793","1326350562","4651"
"8488078","12.565445","1265512859","6255"
"7531350","8.681938","1609873447","5791"
"6412128","24.273815","1851683866","1145"
"7630534","11.272995","1073778023","1903"
"1519760","7.5217543","1093703621","5872"
"700150","20.442345","1871538363","2008"
"4848394","10.591471","1346554201","5830"
"257899","23.669851","1215043682","1213"
"6743338","54.808353","1225097132","1880"
"3331099","5.788247","1568534691","1903"
"8464170","12.407194","1609861905","5265"
"155071","50.092434","1972526598","6552"
"744530","13.9247055","1487633996","1236"
"1233537","13.102695","1194980110","5861"
"1521388","35.799137","1194766162","215"
"4641984","27.05236","1366710451","3239"
"5284470","23.540482","1629008164","5685"
"2684069","33.484478","1588770788","6031"
"1106489","87.27623","1689651325","1442"
"3514827","10.369056","1366756900","5620"
"8569595","32.695637","1669474615","3991"
"2405689","11.714103","1851548127","6590"
"3337189","23.300768","1104810167","5799"
"7232968","6.7930098","1366531329","4588"
"9662204","9.091537","1962426056","3492"
"1006470","8.553219","1508896911","5416"
"2767059","12.760056","1114923497","4620"
"6341915","9.450093","1851473185","1903"
"4476904","9.101375","1710195862","5988"
"6362903","6.511628","1467433284","6182"
"4820404","6.5570917","1659370161","3094"
"931179","9.112565","1003837758","3910"
"6434415","29.629013","1740256445","5634"
"2963962","43.870968","1194169755","6620"
"3841665","29.610655","1417024563","4658"
"4040861","5.3820095","1144234733","2008"
"4105447","5.2303505","1255355442","5729"
"3715419","28.333914","1942409529","3736"
"3013404","17.715397","1194881094","6016"
"2064502","6.326023","1831148352","6282"
"2095869","14.611588","1245286442","1575"
"6471703","5.867965","1053319640","5939"
"8397492","17.264563","1881841674","5704"
"9245414","9.801458","1871588434","5613"
"7867545","18.693209","1720013873","5416"
"921480","23.377138","1689633026","6604"
"5603959","15.731643","1063441160","156"
"8414160","7.4099617","1790751741","6263"
"3926341","56.414795","1760470975","1578"
"9769115","13.218101","1952345225","5640"
"5668974","10.786943","1306127808","5884"
"9417581","14.408668","1659340990","6249"
"8712454","21.092466","1225316193","590"
"3354376","13.875553","1720138597","5809"
"9116155","10.175298","1841204468","379"
"3998973","17.0567","1245208081","5992"
"2569457","7.0147753","1578530804","3175"
"9693039","9.943266","1659373850","2981"
"3742736","6.3904305","1982839650","2352"
"585643","15.377598","1124394127","1770"
"5727082","9.990405","1457346652","943"
"1752933","23.213367","1720127681","6343"
"4363551","24.746784","1922059849","5854"
"8682398","19.308502","1235392911","6064"
"7401565","12.23757","1346353158","819"
"8304146","12.759336","1023258274","6499"
"6480097","8.817948","1508818410","433"
"9821610","10.260185","1285620468","578"
"8661225","10.240131","1891954905","5850"
"8138704","14.882829","1790841278","6481"
"1573641","5.124182","1013085596","3267"
"6668429","8.141907","1619104981","3549"
"2648017","14.719358","1619210481","81"
"2145469","24.630539","1235220187","4428"
"8382356","5.346527","1073734166","5978"
"3023449","32.35294","1841244761","4332"
"9656186","56.200138","1164423216","5087"
"4372924","31.213448","1225033723","6604"
"8568438","35.87021","1932212867","6563"
"7208391","5.6570773","1487618831","6571"
"2237400","22.70847","1871570127","3967"
"3874702","10.101144","1386622181","2732"
"7962356","5.934417","1265708150","81"
"3304189","38.81343","1003876822","5958"
"3624897","7.8504276","1952353047","4631"
"4724731","20.1829","1962727743","3055"
"715163","19.767866","1396843496","1901"
"7568771","6.325388","1841306255","5793"
"8996241","29.22474","1457580425","6243"
"7933575","34.694324","1265493910","3910"
"5688231","12.131035","1760709661","3836"
"132316","22.542448","1104067305","4721"
"1314085","23.349964","1558396655","1148"
"5146668","6.59662","1124184031","6416"
"9661383","40.54586","1346452786","1970"
"6196238","16.6405","1174605091","2981"
"6461740","6.4740705","1457483190","3103"
"6614373","37.077953","1467457283","3083"
"8069528","37.323944","1922292945","4284"
"9605602","5.6363635","1487073482","6437"
"1167954","26.300528","1841239233","6581"
"9665905","13.03932","1578522280","5968"
"2037537","9.507042","1770520827","6006"
"6905947","9.193352","1013271741","5850"
"9682440","19.260723","1861710964","3736"
"8442606","14.589905","1205897535","5076"
"5268844","20.744965","1154324341","2213"
"4442696","5.020423","1891767935","1970"
"2511837","13.93227","1720054356","937"
"6389851","35.601803","1235238239","6207"
"7803230","9.965234","1457353799","6282"
"7261716","10.245437","1548392368","3836"
"7204589","29.677355","1841384625","1148"
"1850554","18.829096","1699724823","5770"
"2508450","22.044533","1740494343","6265"
"8584466","11.548815","1861540551","1578"
"6924597","95.13434","1023277761","5302"
"987518","6.4444532","1144258526","5087"
"2009085","27.037111","1053320770","6019"
"5780587","9.555675","1679934871","4350"
"6523317","7.424876","1740410869","1911"
"7060230","9.77215","1588610877","4060"
"7846785","5.5494766","1558383844","6001"
"6266724","8.028964","1104806819","1213"
"7369549","7.83781","1255436697","5423"
"5131220","10.97453","1780648311","6425"
"2952892","15.855052","1306843883","6016"
"2233661","48.90371","1205819703","1590"
"8150692","6.3577585","1962573121","6603"
"1613868","34.40521","1013945708","4648"
"7329334","7.29443","1770511180","5450"
"7391330","19.14649","1295787356","1134"
"6744966","5.7862644","1558381426","215"
"1422616","5.3308825","1497826283","5804"
"9333089","22.064117","1629192463","2430"
"3976175","14.768444","1578537254","4026"
"9384608","19.7479","1184659617","5098"
"3165243","5.688765","1902899818","5443"
"3865443","10.359989","1972716033","6258"
"5782022","13.668142","1366527392","6001"
"9590531","20.289951","1932177334","5076"
"8783836","11.636471","1619224409","1630"
"2051476","7.015475","1386750065","5465"
"2831815","5.3224893","1588616734","2240"
"7205831","20.676693","1871599639","2771"
"9710750","7.521693","1750679478","6042"
"9772190","6.2727213","1396702635","6542"
"124731","7.2192907","1518127513","6256"
"2525264","7.450897","1609039924","771"
"1441762","6.596801","1467688093","6558"
"4270947","21.600714","1689836371","5076"
"5146044","29.54627","1396717906","5634"
"5063110","20.599308","1700978889","4097"
"4681997","11.039528","1558309070","5932"
"4377618","5.3138413","1437249018","776"
"7354335","7.3117814","1497836894","6157"
"462665","9.239191","1174572754","5645"
"7033481","20.399174","1811900442","6248"
"5358613","5.8995647","1164460887","6005"
"2278010","22.816668","1841433638","5854"
"660197","6.716418","1821050089","1324"
"9054057","12.170072","1851611487","1903"
"2531754","26.356588","1104880996","3488"
"3811504","21.617006","1073562229","2603"
"6292059","9.765052","1770692873","5924"
"8505713","15.438001","1477593531","6499"
"7079142","10.901628","1912998006","6217"
"1167532","10.54143","1427053073","6282"
"8270592","6.72891","1114930468","6290"
"2066463","12.269494","1639165426","6057"
"6550039","14.460034","1124173034","2768"
"733200","6.644965","1477582799","5622"
"5251226","12.203627","1306824040","5823"
"1587301","14.624434","1184817959","4066"
"4400640","7.1292253","1386718484","5678"
"6351286","45.332928","1891727608","97"
"466777","26.138786","1700100229","3151"
"5547916","18.638948","1679558340","2154"
"2281929","8.689015","1487929584","5634"
"2818928","8.452495","1629021902","6265"
"5724922","6.9946566","1831108307","6332"
"4096987","8.21989","1225156045","5936"
"8239220","25.66817","1760456214","2732"
"8387069","7.894737","1982769618","5215"
"2926919","11.293459","1083714281","2587"
"451683","17.84793","1861498271","4880"
"5144592","5.7377048","1952352007","4097"
"3691350","7.3430033","1679532501","2236"
"2996651","7.545673","1932191103","6437"
"3531681","11.760932","1093746927","2346"
"6365893","14.683514","1184713224","745"
"2250885","6.0017104","1144671082","1903"
"9894798","7.7271767","1356761241","1324"
"9832906","17.330147","1285695106","6282"
"8559350","5.8951964","1659592012","1236"
"6738666","6.8573112","1477767101","3736"
"7300457","11.327044","1659486959","4377"
"1276212","32.878242","1003961772","5632"
"5582211","5.6473827","1578767406","4471"
"1873646","22.652445","1598721078","1590"
"5155281","43.50015","1073799243","5956"
"4793668","29.58615","1932176153","6312"
"3128519","6.1714234","1295700276","6498"
"3215805","9.047094","1447351424","512"
"1923844","7.7790422","1669522751","5238"
"8458989","31.711988","1821319799","156"
"267902","6.189968","1811981905","2702"
"1454395","50.933384","1235331661","6042"
"6983121","5.0276732","1386629111","2352"
"1497699","29.460472","1720136757","2770"
